已清项目/未清项目符号,总账科目,总账科目长文本,冲销科目记帐,凭证类型,凭证编号,物料,行项目,过账日期,凭证日期,借/贷标识,过账码,业务范围,业务部门描述,本币金额,本币,以凭证货币计的金额,凭证货币,税码,业务地点,文本,客户,供应商,贸易伙伴名,税号 2,成本中心,名称,订单,分配,参考代码 1,参考代码 2,参考码3,清帐日期,清帐凭证,冲销科目类型
,21051109,其他应付款_一般,8000076,SA,1100001501,,194,2025/2/28,2025/2/28,H,31,1000,fashion common,"-59,178.08",CNY,"-59,178.08",CNY,,8000,计提信用证手续费202406（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,195,2025/2/28,2025/2/28,H,31,1000,fashion common,"-86,630.14",CNY,"-86,630.14",CNY,,8000,计提信用证手续费202301（CNY：170000000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,196,2025/2/28,2025/2/28,H,31,1000,fashion common,"-30,290.20",CNY,"-30,290.20",CNY,,8000,计提信用证手续费202301（USD：8500000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,197,2025/2/28,2025/2/28,H,31,1000,fashion common,"-56,054.79",CNY,"-56,054.79",CNY,,8000,计提信用证手续费20241201-20241231（CNY：1.1亿）产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,198,2025/2/28,2025/2/28,H,31,1000,fashion common,"-3,287.67",CNY,"-3,287.67",CNY,,8000,计提信用证手续费20241227-20241231（CNY：4kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,199,2025/2/28,2025/2/28,H,31,1000,fashion common,"-40,767.12",CNY,"-40,767.12",CNY,,8000,计提信用证手续费20241201-20241231（CNY：8kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,202,2025/2/28,2025/2/28,H,31,1000,fashion common,"-50,630.14",CNY,"-50,630.14",CNY,,8000,计提信用证手续费20250201-20250228（CNY：1.1亿）产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,203,2025/2/28,2025/2/28,H,31,1000,fashion common,"-16,438.36",CNY,"-16,438.36",CNY,,8000,计提信用证手续费20250201-20250225（CNY：4kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,204,2025/2/28,2025/2/28,H,31,1000,fashion common,"-32,876.71",CNY,"-32,876.71",CNY,,8000,计提信用证手续费20250201-20250225（CNY：8kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,205,2025/2/28,2025/2/28,H,31,1000,fashion common,"-9,205.48",CNY,"-9,205.48",CNY,,8000,计提信用证手续费20250201-20250228（CNY：2kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,206,2025/2/28,2025/2/28,H,31,1000,fashion common,"-27,616.44",CNY,"-27,616.44",CNY,,8000,计提信用证手续费20250201-20250228（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,207,2025/2/28,2025/2/28,H,31,1000,fashion common,"-55,232.88",CNY,"-55,232.88",CNY,,8000,计提信用证手续费202502（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,208,2025/2/28,2025/2/28,H,31,1000,fashion common,-0.02,CNY,-0.02,CNY,,8000,总部2023信用证尾差调整,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,210,2025/2/28,2025/2/28,H,31,1000,fashion common,"-6,246.58",CNY,"-6,246.58",CNY,,8000,计提信用证手续费20240201-20240219（CNY：2kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,211,2025/2/28,2025/2/28,H,31,1000,fashion common,"-3,945.21",CNY,"-3,945.21",CNY,,8000,计提信用证手续费20240228--20240229（CNY：1.2亿）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,212,2025/2/28,2025/2/28,H,31,1000,fashion common,"-3,945.21",CNY,"-3,945.21",CNY,,8000,计提信用证手续费20240228--20240229（CNY：1.2亿）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,213,2025/2/28,2025/2/28,H,31,1000,fashion common,"-57,205.48",CNY,"-57,205.48",CNY,,8000,计提信用证手续费202402（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,216,2025/2/28,2025/2/28,H,31,1000,fashion common,"-19,561.64",CNY,"-19,561.64",CNY,,8000,计提信用证手续费20240101-20240117（CNY：7kw）产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,217,2025/2/28,2025/2/28,H,31,1000,fashion common,"-18,867.92",CNY,"-18,867.92",CNY,,8000,计提2501SAP maintenance fee,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,219,2025/2/28,2025/2/28,H,31,1000,fashion common,"-56,054.79",CNY,"-56,054.79",CNY,,8000,计提信用证手续费20250101-20250131（CNY：1.1亿）产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,220,2025/2/28,2025/2/28,H,31,1000,fashion common,"-20,383.56",CNY,"-20,383.56",CNY,,8000,计提信用证手续费20250101-20250131（CNY：4kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,221,2025/2/28,2025/2/28,H,31,1000,fashion common,"-40,767.12",CNY,"-40,767.12",CNY,,8000,计提信用证手续费20250101-20250131（CNY：8kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,222,2025/2/28,2025/2/28,H,31,1000,fashion common,"-1,315.07",CNY,"-1,315.07",CNY,,8000,计提信用证手续费20250128-20250131（CNY：2kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,223,2025/2/28,2025/2/28,H,31,1000,fashion common,"-8,876.71",CNY,"-8,876.71",CNY,,8000,计提信用证手续费20250101-20250127（CNY：2kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,224,2025/2/28,2025/2/28,H,31,1000,fashion common,"-3,945.21",CNY,"-3,945.21",CNY,,8000,计提信用证手续费20250128-20250131（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,225,2025/2/28,2025/2/28,H,31,1000,fashion common,"-26,630.14",CNY,"-26,630.14",CNY,,8000,计提信用证手续费20250101-20250127（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,226,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202501（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,228,2025/2/28,2025/2/28,H,31,1000,fashion common,"-1,972.60",CNY,"-1,972.60",CNY,,8000,计提信用证手续费20240126-20240131（CNY：2kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,229,2025/2/28,2025/2/28,H,31,1000,fashion common,"-42,739.73",CNY,"-42,739.73",CNY,,8000,计提信用证手续费20240101-20240126（CNY：1亿）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,230,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202401（CNY：1.2亿）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,233,2025/2/28,2025/2/28,H,31,1000,fashion common,"-12,501.00",CNY,"-12,501.00",CNY,,8000,计提2502SAP maintenance fee,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,234,2025/2/28,2025/2/28,H,31,1000,fashion common,"-49,315.07",CNY,"-49,315.07",CNY,,8000,计提信用证手续费202311（CNY：100000000）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,235,2025/2/28,2025/2/28,H,31,1000,fashion common,"-49,315.07",CNY,"-49,315.07",CNY,,8000,计提信用证手续费202311（CNY：100000000）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,236,2025/2/28,2025/2/28,H,31,1000,fashion common,"-98,630.14",CNY,"-98,630.14",CNY,,8000,计提信用证手续费202311（CNY：200000000）韩国产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,237,2025/2/28,2025/2/28,H,31,1000,fashion common,"-34,520.55",CNY,"-34,520.55",CNY,,8000,计提信用证手续费202311（CNY：70000000）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,238,2025/2/28,2025/2/28,H,31,1000,fashion common,"-127,430.53",CNY,"-127,430.53",CNY,,8000,计提信用证手续费202311（USD：36000000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,239,2025/2/28,2025/2/28,H,31,1000,fashion common,"-83,835.62",CNY,"-83,835.62",CNY,,8000,计提信用证手续费202311（CNY：170000000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,240,2025/2/28,2025/2/28,H,31,1000,fashion common,"-30,505.65",CNY,"-30,505.65",CNY,,8000,计提信用证手续费202311（USD：8500000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,241,2025/2/28,2025/2/28,H,31,1000,fashion common,"-2,958.90",CNY,"-2,958.90",CNY,,8000,计提信用证手续费20240729-20240731（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,243,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202407（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,244,2025/2/28,2025/2/28,H,31,1000,fashion common,"-13,150.68",CNY,"-13,150.68",CNY,,8000,计提信用证手续费202310（CNY：100000000）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,245,2025/2/28,2025/2/28,H,31,1000,fashion common,"-13,150.68",CNY,"-13,150.68",CNY,,8000,计提信用证手续费202310（CNY：100000000）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,246,2025/2/28,2025/2/28,H,31,1000,fashion common,"-101,917.81",CNY,"-101,917.81",CNY,,8000,计提信用证手续费202310（CNY：200000000）韩国产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,247,2025/2/28,2025/2/28,H,31,1000,fashion common,"-35,671.23",CNY,"-35,671.23",CNY,,8000,计提信用证手续费202310（CNY：70000000）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,248,2025/2/28,2025/2/28,H,31,1000,fashion common,"-133,938.35",CNY,"-133,938.35",CNY,,8000,计提信用证手续费202310（USD：36000000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,249,2025/2/28,2025/2/28,H,31,1000,fashion common,"-86,630.14",CNY,"-86,630.14",CNY,,8000,计提信用证手续费202310（CNY：170000000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,250,2025/2/28,2025/2/28,H,31,1000,fashion common,"-32,063.56",CNY,"-32,063.56",CNY,,8000,计提信用证手续费202310（USD：8500000）,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,252,2025/2/28,2025/2/28,H,31,1000,fashion common,"-69,041.10",CNY,"-69,041.10",CNY,,8000,计提信用证手续费20240401-20240430（CNY：1.5亿）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,253,2025/2/28,2025/2/28,H,31,1000,fashion common,"-39,945.21",CNY,"-39,945.21",CNY,,8000,计提信用证手续费20240501--20240527（CNY：9kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,254,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202405（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,256,2025/2/28,2025/2/28,H,31,1000,fashion common,"-73,972.60",CNY,"-73,972.60",CNY,,8000,计提信用证手续费20240401-20240430（CNY：1.5亿）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,257,2025/2/28,2025/2/28,H,31,1000,fashion common,"-51,287.67",CNY,"-51,287.67",CNY,,8000,计提信用证手续费20240401--20240426（CNY：1.2亿）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,258,2025/2/28,2025/2/28,H,31,1000,fashion common,"-7,397.26",CNY,"-7,397.26",CNY,,8000,计提信用证手续费20240426--20240430（CNY：9kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,259,2025/2/28,2025/2/28,H,31,1000,fashion common,"-49,315.07",CNY,"-49,315.07",CNY,,8000,计提信用证手续费20240401--20240425（CNY：1.2亿）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,260,2025/2/28,2025/2/28,H,31,1000,fashion common,"-59,178.08",CNY,"-59,178.08",CNY,,8000,计提信用证手续费202404（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,263,2025/2/28,2025/2/28,H,31,1000,fashion common,"-9,863.01",CNY,"-9,863.01",CNY,,8000,计提信用证手续费20240328-20240331（CNY：2kw）国民,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,264,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费20240301--20240331（CNY：1.2亿）花旗,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,265,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费20240301--20240331（CNY：1.2亿）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100001501,,266,2025/2/28,2025/2/28,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202403（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100002176,,2,2025/3/31,2025/3/31,H,31,1000,fashion common,"-16,174.86",CNY,"-16,174.86",CNY,,8000,计提2503SAP License,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100002176,,4,2025/3/31,2025/3/31,H,31,1000,fashion common,"-18,867.92",CNY,"-18,867.92",CNY,,8000,计提2503SAP maintenance fee,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100002305,,5,2025/3/31,2025/3/31,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202502（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100002305,,6,2025/3/31,2025/3/31,H,31,1000,fashion common,"-30,575.34",CNY,"-30,575.34",CNY,,8000,计提信用证手续费20250301-20250331（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100002305,,7,2025/3/31,2025/3/31,H,31,1000,fashion common,"-10,191.78",CNY,"-10,191.78",CNY,,8000,计提信用证手续费20250301-20250331（CNY：2kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8000076,SA,1100002305,,8,2025/3/31,2025/3/31,H,31,1000,fashion common,"-48,821.92",CNY,"-48,821.92",CNY,,8000,计提信用证手续费20250301-20250331（CNY：1.1亿）产业,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,62010101,SA,1100002638,,1,2025/4/30,2025/4/30,H,31,1000,fashion common,"-59,178.08",CNY,"-59,178.08",CNY,,8000,计提信用证手续费202504（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,62010101,SA,1100002638,,2,2025/4/30,2025/4/30,H,31,1000,fashion common,"-29,589.04",CNY,"-29,589.04",CNY,,8000,计提信用证手续费20250301-20250331（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,62010101,SA,1100002638,,3,2025/4/30,2025/4/30,H,31,1000,fashion common,"-9,863.01",CNY,"-9,863.01",CNY,,8000,计提信用证手续费20250301-20250331（CNY：2kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100002836,,1,2025/4/30,2025/4/30,H,31,1000,fashion common,"-16,427.67",CNY,"-16,427.67",CNY,,8000,计提2504SAP License,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100002836,,3,2025/4/30,2025/4/30,H,31,1000,fashion common,"-18,867.92",CNY,"-18,867.92",CNY,,8000,计提2504SAP maintenance fee,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100003549,,2,2025/5/30,2025/5/30,H,31,1000,fashion common,"-16,795.52",CNY,"-16,795.52",CNY,,8000,计提2505SAP License,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100003549,,4,2025/5/30,2025/5/30,H,31,1000,fashion common,"-18,867.92",CNY,"-18,867.92",CNY,,8000,计提2505SAP maintenance fee,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,67010101,SA,1100003395,,1,2025/5/31,2025/5/31,H,31,1000,fashion common,"-61,150.68",CNY,"-61,150.68",CNY,,8000,计提信用证手续费202504（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,67010101,SA,1100003395,,2,2025/5/31,2025/5/31,H,31,1000,fashion common,"-26,630.14",CNY,"-26,630.14",CNY,,8000,计提信用证手续费20250501-20250527（CNY：6kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,67010101,SA,1100003395,,3,2025/5/31,2025/5/31,H,31,1000,fashion common,"-8,876.71",CNY,"-8,876.71",CNY,,8000,计提信用证手续费20250501-20250527（CNY：2kw）新韩,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,67010101,SA,1100004157,,1,2025/6/30,2025/6/30,H,31,1000,fashion common,"-59,178.08",CNY,"-59,178.08",CNY,,8000,计提信用证手续费202506（CNY：1.2亿）新韩连带保证金,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100004319,,1,2025/6/30,2025/6/30,H,31,1000,fashion common,"-17,066.47",CNY,"-17,066.47",CNY,,8000,计提2506SAP License,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210121,SA,1100004319,,3,2025/6/30,2025/6/30,H,31,1000,fashion common,"-18,867.92",CNY,"-18,867.92",CNY,,8000,计提2506SAP maintenance fee,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,55210131,SA,1100004795,,1,2025/7/29,2025/7/29,H,31,2100,MLB,"-86,265.49",CNY,"-86,265.49",CNY,,8000,计提26sstrade show影像音乐制作费,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,11110105,SA,1100005067,,5,2025/7/30,2025/7/30,H,31,1000,fashion common,"-208,020.03",CNY,"-208,020.03",CNY,,8000,计提MS OFFICE 365 LICENSE FEE2507-2606,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
,21051109,其他应付款_一般,8100300,SA,1100005076,,5,2025/7/30,2025/7/30,H,31,1000,fashion common,"-16,933.89",CNY,"-16,933.89",CNY,,8000,计提2507SAP License,,8000076,丰梵总部供应商,,,,,CN998,,,,,,
